Image,Age,Historical Notes
artifact_dataset/augmented_images\457539_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457539_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457545_aug1.jpg,758.0,758–68
artifact_dataset/augmented_images\457545_aug2.jpg,758.0,758–68
artifact_dataset/augmented_images\457545_aug3.jpg,758.0,758–68
artifact_dataset/augmented_images\457545_aug4.jpg,758.0,758–68
artifact_dataset/augmented_images\457545_aug5.jpg,758.0,758–68
artifact_dataset/augmented_images\457567_aug1.jpg,763.0,758–68
artifact_dataset/augmented_images\457567_aug2.jpg,763.0,758–68
artifact_dataset/augmented_images\457567_aug3.jpg,763.0,758–68
artifact_dataset/augmented_images\457567_aug4.jpg,763.0,758–68
artifact_dataset/augmented_images\457567_aug5.jpg,763.0,758–68
artifact_dataset/augmented_images\457535_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457535_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457535_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457535_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457535_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457572_aug1.jpg,749.5,8th century
artifact_dataset/augmented_images\457572_aug2.jpg,749.5,8th century
artifact_dataset/augmented_images\457572_aug3.jpg,749.5,8th century
artifact_dataset/augmented_images\457572_aug4.jpg,749.5,8th century
artifact_dataset/augmented_images\457572_aug5.jpg,749.5,8th century
artifact_dataset/augmented_images\457350_aug1.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457350_aug2.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457350_aug3.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457350_aug4.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457350_aug5.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457415_aug1.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457415_aug2.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457415_aug3.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457415_aug4.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457415_aug5.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457398_aug1.jpg,1208.0,1197–1219
artifact_dataset/augmented_images\457398_aug2.jpg,1208.0,1197–1219
artifact_dataset/augmented_images\457398_aug3.jpg,1208.0,1197–1219
artifact_dataset/augmented_images\457398_aug4.jpg,1208.0,1197–1219
artifact_dataset/augmented_images\457398_aug5.jpg,1208.0,1197–1219
artifact_dataset/augmented_images\457405_aug1.jpg,477.0,probably 169–785
artifact_dataset/augmented_images\457405_aug2.jpg,477.0,probably 169–785
artifact_dataset/augmented_images\457405_aug3.jpg,477.0,probably 169–785
artifact_dataset/augmented_images\457405_aug4.jpg,477.0,probably 169–785
artifact_dataset/augmented_images\457405_aug5.jpg,477.0,probably 169–785
artifact_dataset/augmented_images\457418_aug1.jpg,1149.5,probably 12th century
artifact_dataset/augmented_images\457418_aug2.jpg,1149.5,probably 12th century
artifact_dataset/augmented_images\457418_aug3.jpg,1149.5,probably 12th century
artifact_dataset/augmented_images\457418_aug4.jpg,1149.5,probably 12th century
artifact_dataset/augmented_images\457418_aug5.jpg,1149.5,probably 12th century
artifact_dataset/augmented_images\457412_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457412_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457412_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457412_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457412_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457409_aug1.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457409_aug2.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457409_aug3.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457409_aug4.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457409_aug5.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457417_aug1.jpg,763.0,758–68
artifact_dataset/augmented_images\457417_aug2.jpg,763.0,758–68
artifact_dataset/augmented_images\457417_aug3.jpg,763.0,758–68
artifact_dataset/augmented_images\457417_aug4.jpg,763.0,758–68
artifact_dataset/augmented_images\457417_aug5.jpg,763.0,758–68
artifact_dataset/augmented_images\457419_aug1.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457419_aug2.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457419_aug3.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457419_aug4.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457419_aug5.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457403_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457403_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457403_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457403_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457403_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457421_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457421_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457421_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457421_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457421_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457400_aug1.jpg,1249.5,late 13th century
artifact_dataset/augmented_images\457400_aug2.jpg,1249.5,late 13th century
artifact_dataset/augmented_images\457400_aug3.jpg,1249.5,late 13th century
artifact_dataset/augmented_images\457400_aug4.jpg,1249.5,late 13th century
artifact_dataset/augmented_images\457400_aug5.jpg,1249.5,late 13th century
artifact_dataset/augmented_images\457406_aug1.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457406_aug2.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457406_aug3.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457406_aug4.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457406_aug5.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457677_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457677_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457677_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457677_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457677_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457408_aug1.jpg,750.0,before 750
artifact_dataset/augmented_images\457408_aug2.jpg,750.0,before 750
artifact_dataset/augmented_images\457408_aug3.jpg,750.0,before 750
artifact_dataset/augmented_images\457408_aug4.jpg,750.0,before 750
artifact_dataset/augmented_images\457408_aug5.jpg,750.0,before 750
artifact_dataset/augmented_images\457470_aug1.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457470_aug2.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457470_aug3.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457470_aug4.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457470_aug5.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457476_aug1.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457476_aug2.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457476_aug3.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457476_aug4.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457476_aug5.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457513_aug1.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457513_aug2.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457513_aug3.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457513_aug4.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457513_aug5.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457515_aug1.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457515_aug2.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457515_aug3.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457515_aug4.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457515_aug5.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457666_aug1.jpg,819.0,204 AH/819 CE
artifact_dataset/augmented_images\457666_aug2.jpg,819.0,204 AH/819 CE
artifact_dataset/augmented_images\457666_aug3.jpg,819.0,204 AH/819 CE
artifact_dataset/augmented_images\457666_aug4.jpg,819.0,204 AH/819 CE
artifact_dataset/augmented_images\457666_aug5.jpg,819.0,204 AH/819 CE
artifact_dataset/augmented_images\457538_aug1.jpg,737.0,120 AH/737 CE
artifact_dataset/augmented_images\457538_aug2.jpg,737.0,120 AH/737 CE
artifact_dataset/augmented_images\457538_aug3.jpg,737.0,120 AH/737 CE
artifact_dataset/augmented_images\457538_aug4.jpg,737.0,120 AH/737 CE
artifact_dataset/augmented_images\457538_aug5.jpg,737.0,120 AH/737 CE
artifact_dataset/augmented_images\444862_aug1.jpg,1065.0,dated 452 AH/1060–61 CE
artifact_dataset/augmented_images\444862_aug2.jpg,1065.0,dated 452 AH/1060–61 CE
artifact_dataset/augmented_images\444862_aug3.jpg,1065.0,dated 452 AH/1060–61 CE
artifact_dataset/augmented_images\444862_aug4.jpg,1065.0,dated 452 AH/1060–61 CE
artifact_dataset/augmented_images\444862_aug5.jpg,1065.0,dated 452 AH/1060–61 CE
artifact_dataset/augmented_images\444955_aug1.jpg,973.5,dated 363 AH/973–74 CE
artifact_dataset/augmented_images\444955_aug2.jpg,973.5,dated 363 AH/973–74 CE
artifact_dataset/augmented_images\444955_aug3.jpg,973.5,dated 363 AH/973–74 CE
artifact_dataset/augmented_images\444955_aug4.jpg,973.5,dated 363 AH/973–74 CE
artifact_dataset/augmented_images\444955_aug5.jpg,973.5,dated 363 AH/973–74 CE
artifact_dataset/augmented_images\453436_aug1.jpg,1217.0,Dated 614 AH/1217 CE
artifact_dataset/augmented_images\453436_aug2.jpg,1217.0,Dated 614 AH/1217 CE
artifact_dataset/augmented_images\453436_aug3.jpg,1217.0,Dated 614 AH/1217 CE
artifact_dataset/augmented_images\453436_aug4.jpg,1217.0,Dated 614 AH/1217 CE
artifact_dataset/augmented_images\453436_aug5.jpg,1217.0,Dated 614 AH/1217 CE
artifact_dataset/augmented_images\453446_aug1.jpg,1199.5,12th–13th century
artifact_dataset/augmented_images\453446_aug2.jpg,1199.5,12th–13th century
artifact_dataset/augmented_images\453446_aug3.jpg,1199.5,12th–13th century
artifact_dataset/augmented_images\453446_aug4.jpg,1199.5,12th–13th century
artifact_dataset/augmented_images\453446_aug5.jpg,1199.5,12th–13th century
artifact_dataset/augmented_images\453440_aug1.jpg,1434.0,dated 838 AH/1434 CE
artifact_dataset/augmented_images\453440_aug2.jpg,1434.0,dated 838 AH/1434 CE
artifact_dataset/augmented_images\453440_aug3.jpg,1434.0,dated 838 AH/1434 CE
artifact_dataset/augmented_images\453440_aug4.jpg,1434.0,dated 838 AH/1434 CE
artifact_dataset/augmented_images\453440_aug5.jpg,1434.0,dated 838 AH/1434 CE
artifact_dataset/augmented_images\457566_aug1.jpg,770.0,770
artifact_dataset/augmented_images\457566_aug2.jpg,770.0,770
artifact_dataset/augmented_images\457566_aug3.jpg,770.0,770
artifact_dataset/augmented_images\457566_aug4.jpg,770.0,770
artifact_dataset/augmented_images\457566_aug5.jpg,770.0,770
artifact_dataset/augmented_images\457549_aug1.jpg,797.0,797
artifact_dataset/augmented_images\457549_aug2.jpg,797.0,797
artifact_dataset/augmented_images\457549_aug3.jpg,797.0,797
artifact_dataset/augmented_images\457549_aug4.jpg,797.0,797
artifact_dataset/augmented_images\457549_aug5.jpg,797.0,797
artifact_dataset/augmented_images\457653_aug1.jpg,737.5,uncertain
artifact_dataset/augmented_images\457653_aug2.jpg,737.5,uncertain
artifact_dataset/augmented_images\457653_aug3.jpg,737.5,uncertain
artifact_dataset/augmented_images\457653_aug4.jpg,737.5,uncertain
artifact_dataset/augmented_images\457653_aug5.jpg,737.5,uncertain
artifact_dataset/augmented_images\454765_aug1.jpg,1319.0,dated 719 AH/1319 CE
artifact_dataset/augmented_images\454765_aug2.jpg,1319.0,dated 719 AH/1319 CE
artifact_dataset/augmented_images\454765_aug3.jpg,1319.0,dated 719 AH/1319 CE
artifact_dataset/augmented_images\454765_aug4.jpg,1319.0,dated 719 AH/1319 CE
artifact_dataset/augmented_images\454765_aug5.jpg,1319.0,dated 719 AH/1319 CE
artifact_dataset/augmented_images\457351_aug1.jpg,1349.5,14th century
artifact_dataset/augmented_images\457351_aug2.jpg,1349.5,14th century
artifact_dataset/augmented_images\457351_aug3.jpg,1349.5,14th century
artifact_dataset/augmented_images\457351_aug4.jpg,1349.5,14th century
artifact_dataset/augmented_images\457351_aug5.jpg,1349.5,14th century
artifact_dataset/augmented_images\457705_aug1.jpg,1349.5,probably 14th century
artifact_dataset/augmented_images\457705_aug2.jpg,1349.5,probably 14th century
artifact_dataset/augmented_images\457705_aug3.jpg,1349.5,probably 14th century
artifact_dataset/augmented_images\457705_aug4.jpg,1349.5,probably 14th century
artifact_dataset/augmented_images\457705_aug5.jpg,1349.5,probably 14th century
artifact_dataset/augmented_images\457706_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457706_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457706_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457706_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457706_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457091_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457091_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457091_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457091_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457091_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457089_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457089_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457089_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457089_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457089_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457096_aug1.jpg,763.0,758–68
artifact_dataset/augmented_images\457096_aug2.jpg,763.0,758–68
artifact_dataset/augmented_images\457096_aug3.jpg,763.0,758–68
artifact_dataset/augmented_images\457096_aug4.jpg,763.0,758–68
artifact_dataset/augmented_images\457096_aug5.jpg,763.0,758–68
artifact_dataset/augmented_images\457098_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457098_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457098_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457098_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457098_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457097_aug1.jpg,763.0,758–68
artifact_dataset/augmented_images\457097_aug2.jpg,763.0,758–68
artifact_dataset/augmented_images\457097_aug3.jpg,763.0,758–68
artifact_dataset/augmented_images\457097_aug4.jpg,763.0,758–68
artifact_dataset/augmented_images\457097_aug5.jpg,763.0,758–68
artifact_dataset/augmented_images\457456_aug1.jpg,797.0,786–808
artifact_dataset/augmented_images\457456_aug2.jpg,797.0,786–808
artifact_dataset/augmented_images\457456_aug3.jpg,797.0,786–808
artifact_dataset/augmented_images\457456_aug4.jpg,797.0,786–808
artifact_dataset/augmented_images\457456_aug5.jpg,797.0,786–808
artifact_dataset/augmented_images\457435_aug1.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457435_aug2.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457435_aug3.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457435_aug4.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457435_aug5.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457454_aug1.jpg,749.5,8th century
artifact_dataset/augmented_images\457454_aug2.jpg,749.5,8th century
artifact_dataset/augmented_images\457454_aug3.jpg,749.5,8th century
artifact_dataset/augmented_images\457454_aug4.jpg,749.5,8th century
artifact_dataset/augmented_images\457454_aug5.jpg,749.5,8th century
artifact_dataset/augmented_images\457465_aug1.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457465_aug2.jpg,899.5,5th–14th century
artifact_dataset/augmented_images\457465_aug3.jpg,899.5,5th–14th century
